,Date,Startup Name,Industry,Sub-Vertical,City,Investors’ Name,Investment Type,Amount (In USD)
199,2015-09-18,Briston Technomach,Internet of Things platform,Internet of Things platform,Delhi,Undisclosed,Seed Funding,"150,000"
200,2015-11-09,Skoov.com,eCommerce Product Search Engine,eCommerce Product Search Engine,Mumbai,undisclosed investor,Seed Funding,"150,000"
201,2016-11-02,LaundryAnna,Consumer Internet,On-Demand Washing & Dry Cleaning Services,Bengaluru,Undisclosed Investors,Seed Funding,"150,000"
202,2016-05-04,MyDentistChoice,ECommerce,Medical Supplies eTailer,Hyderabad,Undisclosed investors,Seed Funding,"150,000"
203,2015-11-20,OUWT,Nightlife Discovery Mobile App,Nightlife Discovery Mobile App,Mumbai,Undisclosed investors,Seed Funding,"150,000"
204,2016-02-10,Anandakanda,Technology,Medicine Intake Reminder System,Pune,undisclosed investors,Seed Funding,"150,000"
205,2015-11-03,boibanit,Online Food Ordering Marketplace,Online Food Ordering Marketplace,Vadodara,"Varun Ahuja, Anubhav Verma",Seed Funding,"150,000"
206,2016-01-25,SIFTR Labs,Consumer Internet,Photography curation & Aggregator platform,Mumbai,Venture Catalysts,Seed ,"150,000"
207,2016-04-15,Tapchief,Consumer Internet,Expert Advice Platform,Bengaluru,Vijay Shekhar Sharma,Seed Funding,"150,000"
208,2015-11-05,BookMyBai,Domestic Help Aggregation platform,Domestic Help Aggregation platform,Mumbai,Vineel Nalla & Others,Seed Funding,"150,000"
209,2017-03-31,Jhakaas,Consumer Internet,Offline Business Aggregator App,Mumbai,"Malini Patel, Stelcore Management Services, Anjani Prasad",Seed Funding,"155,000"
210,2017-04-19,IOTrek,Technology,IoT Platform for Bus,Delhi,Undisclosed Investor,Seed Funding,"155,000"
211,2015-08-20,LabsAdvisor,Online Diagnostic Tests Marketplace,Online Diagnostic Tests Marketplace,Delhi,Group of Angel Investors,Seed Funding,"156,000"
212,2015-08-28,RollMafia,QSR Restaurant Chain,QSR Restaurant Chain,Pune,Equentia Natural Resources,Seed Funding,"160,000"
213,2016-01-07,Infurnia,Consumer Internet,Online Furniture Customization platform,Bengaluru,Idein Ventures,Seed Funding,"160,000"
214,2016-01-29,Qriyo,Consumer Internet,Online Fitness & Educational information Aggregator,Jodhpur,Idein Ventures,Seed ,"160,000"
215,2015-08-17,Sampurnearth,Waste Management Solutions,Waste Management Solutions,Mumbai,"Intellecap Impact Investment Network, family office fund",Seed Funding,"160,000"
216,2015-03-24,Cubito,Industry / Vertical,Sub-Vertical,City / Location,Sol Primero,Seed Funding,"160,000"
217,2015-02-25,TaxSutra,Industry / Vertical,Sub-Vertical,City / Location,"V Balakrishnan, T V Mohandas Pai",Seed,"160,000"
218,2016-02-24,Sayfix,Consumer Internet,Hyperlocal Home Services Provider,Bengaluru,Yajnanarayana Kammaje,Seed Funding,"160,000"
219,2015-01-16,eKincare,Industry / Vertical,Sub-Vertical,City / Location,Adroitent Pvt. Ltd.,Seed Funding,"161,000"
220,2015-07-02,Zenatix,Internet of Things platform,Internet of Things platform,Gurugram,"Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna",Seed Funding,"161,000"
221,2016-12-21,Vegetall,ECommerce,Online Vegetable eTailer,Chennai,The Chennai Angels,Seed Funding,"162,000"
222,2015-04-07,Pricejugaad,Price Comparison,Price Comparison,Hyderabad,"Amit Tyagi, Sandeep Acharya & others",Seed Funding,"165,000"
223,2015-04-09,Changer Mints,Digital / Mobile Wallet,Digital / Mobile Wallet,Kolkata,Hyderabad based investor,Seed Funding,"165,000"
224,2015-03-16,The Better India,Industry / Vertical,Sub-Vertical,City / Location,I-cube-N,Seed Funding,"166,000"
225,2015-03-16,Digital Gorkha,Industry / Vertical,Sub-Vertical,City / Location,Ramesh kavediya,Seed Funding,"166,000"
226,2015-07-30,Noodle Play,Chinese food delivery,Chinese food delivery,Mumbai,"Elliot Stechman, Gautam Sinha, Ambarish Ray",Seed Funding,"168,000"
227,2015-07-30,MadRat Games,Educational Board Games,Educational Board Games,Bengaluru,"Kunal Bahl, Rohit Bansal",Seed Funding,"168,000"
228,2017-04-17,Snackible,Food & Beverages,Healthy Snacks manufacturer,Mumbai,"Nibhrant Shah, Anandbir Singh, Anirudh Sheth, Pratik Singhi, Vikram Mehta, Murali Nair",Seed Funding,"175,000"
229,2018-07-13,MEngage,Healthcare,A Doctor-Patient Engagement Platform,Jaipur,"Siddharth Agarwal, Mahavir Sharma, Amit Singal, 100 Co-founders Lab and others.",Seed/ Angel Funding,"175,000"
230,2016-05-31,MachaDalo,Consumer Internet,Hyperlocal Advertising Platform,Mumbai,Undisclosed Investors,Seed Funding,"175,000"
231,2015-11-16,Absentia,Virtual Reality Headset creator,Virtual Reality Headset creator,Bengaluru,"Astarc Ventures, 50K Ventures & others",Seed Funding,"180,000"
232,2016-03-16,Gapoon,Consumer Internet,Hyperlocal Home Maintenance services,Bengaluru,"Chandrashekar Tallapragada, Pankaj Kapoor",Seed Funding,"180,000"
233,2018-07-24,kidovators,Ed-Tech,Skill Learning Platform,Bengaluru,Gray Matters,Seed/ Angel Funding,"180,000"
234,2015-03-20,CollateBox,Industry / Vertical,Sub-Vertical,City / Location,LetsVenture,Seed Funding,"180,000"
235,2016-09-29,Promon,ECommerce,Local Commerce Platform,Delhi,Now Capital,Seed Funding,"180,000"
236,2018-07-12,19th mile,IT,Artificial intelligence-based sales acceleration software platform,Gurugram,"Rishi Vasudev, Excelsior Investments, Ritesh Vohra, Praveer Kumar, Prashant Gupta and Others",Seed/ Angel Funding,"180,000"
237,2016-05-03,Zuver,Consumer Internet,Car driver Discovery App,Mumbai,"Shruth & Smith Group, Hermes Group",Seed Funding,"180,000"
238,2015-05-27,FleetRover,Logistics Intelligence,Logistics Intelligence,Goa,"Tim Chen, Sanjay Venkat",Seed Funding,"180,000"
239,2016-01-29,Aisle,Consumer Internet,Indians focused Matchmaking App,Bengaluru,"TermSheet, ah! Ventures",Seed ,"185,000"
240,2017-08-20,Rootefy,ECommerce,Building material online store,Delhi,"Abhinav Gupta,",Seed Funding,"187,000"
241,2015-10-12,Zify,Ride Sharing platform,Ride Sharing platform,Hyderabad,Sean O’Sullivan & Others,Seed Funding,"190,000"
242,2017-03-22,Haqdarshak,Consumer Internet,Tech-Enabled Social Enterprise,Bengaluru,"Ravi Saxena, Sandeep Raju,",Seed Funding,"191,000"
243,2016-08-08,Zipgrid,Consumer Internet,Community services platform,Mumbai,1Crowd (through crowd funding),Seed Funding,"200,000"
244,2016-04-25,Commut,Consumer Internet,Shuttle Service Provider,Hyderabad,50K Ventures,Seed Funding,"200,000"
245,2015-04-09,Gadgetwood,Device Repair Svcs,Device Repair Svcs,Delhi,"Ajai Chowdhry, Ashvin Chadha, Yogesh Bansal,",Seed Funding,"200,000"
246,2015-11-02,Twigly,Online Food Ordering & Delivery platform,Online Food Ordering & Delivery platform,Gurugram,"Amit Gupta, Sahil Barua, Mukul Singhal, Tracxn Labs",Seed Funding,"200,000"
247,2016-05-30,Vahanalytics,Technology,Safe driving Analytics platform,Mumbai,"Anirudh Damani, Vikram Lakhotia",Seed Funding,"200,000"
248,2016-06-08,MySeniorDoctor,Consumer Internet,Online medical support platform,Gurugram,BlackJag Partners,Seed Funding,"200,000"
249,2016-07-04,StitchWood,ECommerce,Custom Furniture Online,Mumbai,Deepak Gupta,Seed Funding,"200,000"
250,2016-09-15,infeedo,Consumer Internet,Employee engagement platform,Gurugram,"Dheeraj Jain, Palash Jain, Anupam Mittal, Ameera Shah,  Vivek Bhargava, Rahul Singh, Ambarish Gupta,",Seed Funding,"200,000"
251,2016-11-30,Entropika,Technology,"AI, Machine learning Solutions",Bengaluru,"Dileep Bhatt, Milind Chaudhary",Seed Funding,"200,000"
252,2016-05-04,SolarTown,Technology,Solar Rooftop system installation company,Chennai,Grex.in,Seed Funding,"200,000"
253,2016-05-04,Comarete,Technology,Telecom & Media IT services company,Pune,Grex.in,Seed Funding,"200,000"
254,2015-01-22,Corporate360,Industry / Vertical,Sub-Vertical,City / Location,Group of Angel Investors,Seed Funding,"200,000"
255,2015-01-20,HealthyWorld.in,Industry / Vertical,Sub-Vertical,City / Location,Group of Angel Investors,Seed Funding,"200,000"
256,2015-03-18,wWhere,Industry / Vertical,Sub-Vertical,City / Location,Group of Angel Investors,Seed Funding,"200,000"
257,2015-01-19,HealthyWorld.in,Industry / Vertical,Sub-Vertical,City / Location,Group of Angel Investors,Seed Funding,"200,000"
258,2016-07-28,Neuron,Technology,Machine Learning Platform,Delhi,"Harvinder Singh Bhatia, TLabs Accelerator",Seed Funding,"200,000"
259,2016-09-08,BuildTraders,ECommerce,Online Construction Materials Marketplace,Bengaluru,Idein Ventures,Seed Funding,"200,000"
260,2016-06-08,6Degree,Technology,Tech-enabled Fashion Talent platform,Mumbai,Indian Angel Network,Seed Funding,"200,000"
261,2017-07-26,ThinkerBell,Consumer Internet,Assisted Learning Startup,Bengaluru,"Indian Angel Network, Anand Mahindra",Seed Funding,"200,000"
262,2016-01-22,ShabdaNagari,Consumer Internet,Hindi Language Social Networking Portal,Kanpur,Kanpur Angels & Others,Seed ,"200,000"
263,2016-11-01,PickMyLaundry,Consumer Internet,On-Demand Washing & Dry Cleaning Services,Delhi,"Kedar Lele, GHV Accelerator",Seed Funding,"200,000"
264,2016-02-10,Capzest,Consumer Internet,Digital Lending Platform,Mumbai,Lion Ventures,Seed Funding,"200,000"
265,2015-05-26,Goodbox,On-Demand Business messaging,On-Demand Business messaging,Bengaluru,Manipal Group,Seed Funding,"200,000"
266,2016-08-01,Medinfi,Consumer Internet,Doctor & Clinic  Discovery Platform,Bengaluru,"Mudit Saxena, Evan Lim",Seed Funding,"200,000"
267,2016-08-23,Octo.ai,Technology,Artificial Intelligence based marketing platform,Delhi,"Outbox Ventures, Jaspreet Bindra, Arjun Malhotra, Rohan Malhotra, Sidharth Rao, Rakesh Agrawal",Seed Funding,"200,000"
268,2015-12-18,CBREX,International Hiring Platform,International Hiring Platform,Mumbai / NY,"Prahlad Rao, Sundara Rajan, Vikram Chachra",Seed Funding,"200,000"
269,2018-05-28,HWell24,Healthcare,Home Healthcare Aggregator,Mumbai,"Prashant Mehta, Mitali Pawar, Nikhil G and Bhavesh P, R Ranganathan, ONCOTRUST and Medintel Services Pvt. Ltd ",Seed/ Angel Funding,"200,000"
270,2015-12-14,Cabsguru,Cab search Comparison & Booking platform,Cab search Comparison & Booking platform,Delhi,Prashanth Ranganathan,Seed Funding,"200,000"
271,2020-07-14,FLYX,OTT Player,Streaming Social Network,New York and Delhi,"Raj Mishra, founder of AIT Global Inc",pre-Seed,"200,000"
272,2016-04-11,Living Local,Consumer Internet,Social discovery platform,Mumbai,Rattan Chadha,Seed Funding,"200,000"
273,2015-11-17,Smytten,Online Products Discovery Platform,Online Products Discovery Platform,Gurugram,"Rimpal Chawla, Anuj Srivastava",Seed Funding,"200,000"
274,2016-05-04,EasyRoads,Consumer Internet,Road Trip planning Mobile app,Mumbai,"Rohan Angrish, Hrishi Oberoi, Rahul Mehta, Kapil Hetamsaria, Pranav Dedhia",Seed Funding,"200,000"
275,2015-04-04,Bluegape,Web Content Publishing,Web Content Publishing,Gurugram,"Rudy Gopalakrishnan, ah! Ventures",Seed Funding,"200,000"
276,2015-10-28,Smartivity.in,Virtual Reality activity based learning platform,Virtual Reality activity based learning platform,Delhi,S Chand and Co Pvt Ltd,Seed Funding,"200,000"
277,2017-07-21,Brick2Wall,ECommerce,Online Marketplace for Construction Material,Gurugram,"Subramani Somasundaram, Sundeep Sahni, Mayank Mittal & Others",Seed Funding,"200,000"
278,2017-03-16,Fitso,Consumer Internet,Fitness Mobile App,Gurugram,"Sujeet Kumar, Bhupender Singh, Yashish Dhaiya",Seed Funding,"200,000"
279,2015-11-05,MyIndianStay,Home Stay & room rentals platform,Home Stay & room rentals platform,Goa,Undisclosed investors,Seed Funding,"200,000"
280,2017-11-17,Kanhaiya,Inspiration,Storytelling platform,Hyderabad,Undisclosed Investors,Seed/Angel Funding,"200,000"
281,2016-03-29,QikShip,Consumer Internet,Mobile based Logistics provider,Delhi,undisclosed investors,Seed Funding,"200,000"
282,2016-12-12,Rupaiya Exchange,Consumer Internet,P2P Lending platform,Delhi,Undisclosed Investors,Seed Funding,"200,000"
283,2016-03-17,Pramati,Healthcare,Specialized Patient Care platform,Noida,Undisclosed investors,Seed Funding,"200,000"
284,2019-04-12,Azah,Health and Wellness,Organic wellness ,Gurugram,Unnamed angel investors,Seed Funding,"200,000"
285,2016-01-15,Fitso,Consumer Internet,Fitness related Social Networking App & Forum,Gurugram,"Varun Khurana, Samar Singla, Vinay Bansal,",Seed Funding,"200,000"
286,2016-10-03,World Art Community,ECommerce,Art & Craft Marketplace,Gurugram,Viraj Tyagi & Others,Seed Funding,"200,000"
287,2015-05-04,World Art Community,Online Art Marketplace,Online Art Marketplace,Gurugram,Viraj Tyagi & others,Seed Funding,"200,000"
288,2015-03-14,Orobind,Industry / Vertical,Sub-Vertical,City / Location,"Zishaan Hayath, Lalit Mangal, Harpreet Singh Grover",Seed Funding,"200,000"
289,2015-09-07,Prozo,Study Material Marketplace,Study Material Marketplace,Delhi,"Nalin Jain, Shomil Pant, Dinesh Kundu & others",Seed Funding,"205,000"
290,2016-08-11,Genextstudents,Consumer Internet,Online Tutoring Service provider,Mumbai,1Crowd (through crowdfunding),Seed Funding,"209,000"
291,2016-06-23,The Uolo,Consumer Internet,School Parent Communication App,Bengaluru,"Purvi Ventures, Rajul Garg, Vipin Arora",Seed Funding,"210,000"
292,2017-06-21,Fabulyst,Technology,Artificial Intelligence based platform,Hyderabad,iBhubs,Seed Funding,"215,000"
293,2016-11-30,Chai Thela,Food & Beverage,Quick Service Restaurants,Noida,Quarizon,Seed Funding,"218,000"
294,2016-06-30,Campus Diaries,Consumer Internet,Student focussed Content Discovery portal,Bengaluru,Aarin Capital,Seed Funding,"220,000"
295,2015-08-17,Edu4Share,Exam Preparation Platform,Exam Preparation Platform,Delhi,Nalin Jain & other angel investors,Seed Funding,"220,000"
296,2017-08-08,My Forex Eye,Consumer Internet,foreign exchange services,Delhi,"Rahul Dev Kumar, Rajesh Mahajan, Ankit Sharma and others",Seed Funding,"220,000"
297,2016-03-14,PinkBlue,ECommerce,Medical Supplies eTailer,Bengaluru,"Hari Krishna, Ajay Modani, Dr V Ravinder, Anirudh Rastogi, Abhishek Jain, Rakesh Gakhar, Rajeev Mudumba, Nagendra Prasad Bhanuprakash",Seed Funding,"223,608"
298,2016-08-03,ExtraCarbon,Consumer Internet,Waste Recycle Management platform,Gurugram,Brand Capital,Seed Funding,"225,000"
299,2018-05-07,PaisaDukan,Consumer Internet,P2P Lending Platform,Mumbai,,Seed / Angel Funding,"225,000"
300,2016-06-21,NatureNama,Consumer Internet,Online Outdoors & travel,Mumbai,Unicorn Venture,Seed Funding,"225,000"
301,2016-10-15,Tazzo Bikes,Consumer Internet,Motorbike rental platform,Hyderabad,DSG Consumer Partners,Seed Funding,"227,000"
302,2015-10-30,Kleeto,Document Digitization platform,Document Digitization platform,Gurugram,GREX,Seed Funding,"230,000"
303,2016-03-17,Qlivery,Consumer Internet,Ondemand Concierge Service,Gurugram,Swastika Company Ltd,Seed Funding,"230,000"
304,2017-06-08,Stratfit,Consumer Internet,Health coaching programs,Hyderabad,Bodhtree Consulting Limited,Seed Funding,"232,000"
305,2017-12-12,Shopholix,ECommerce,Fashion and Lifestyle Coupon Platform,Gurugram,Munesh Khanna,Seed/Angel Funding,"233,000"
306,2017-05-05,Balance App,Consumer Internet,Money Savings & Management App,Bengaluru,Rainmatter,Seed Funding,"233,000"
307,2015-06-09,PayMango,Mobile Commerce Platform,Mobile Commerce Platform,Gurugram,Group of Angel Investors,Seed Funding,"234,000"
308,2017-06-02,RentOnGo,ECommerce,"Online Marketplace for Renting Bikes, Electronics & Appliances",Bengaluru,TVS Motor Company,Seed Funding,"234,000"
309,2015-09-21,Neotrade Analytics,Real-Time stock data platform,Real-Time stock data platform,Bengaluru,Rainmatter,Seed Funding,"235,000"
310,2017-10-12,UCLID,Technology,"Education Network for Institutions, teachers & Students",Hyderabad,Undisclosed investors,Seed Funding,"235,000"
311,2015-05-28,TheKarrier,Last Mile Logistics,Last Mile Logistics,Bengaluru,"Sol Primero, Outbox Ventures, Nikunj Jain",Seed Funding,"240,000"
312,2016-01-13,Roder,Consumer Internet,inter-city cab aggregator,Delhi,Unicorn India Ventures,Seed Funding,"240,000"
313,2017-08-08,New Castle Technologies,Technology,Hospital Management Software,Chennai,Undisclosed investors,Seed Funding,"243,000"
314,2017-04-25,The Office Pass,Consumer Internet,CoWorking Spaces booking platform,Gurugram,"Arun Tadanki, Aditya Verma",Seed Funding,"245,000"
315,2015-08-14,Trukky,Logistics service platform,Logistics service platform,Ahmedabad,"Gujarat based angel investors, MMY co-Founder",Seed Funding,"245,000"
316,2018-04-25,Trip shelf,Consumer Internet,Online Travel Marketplace,Delhi," GEMS Advisory, Alok Mittal and Sachin Bhatia",Seed / Angel Funding,"246,000"
317,2015-05-05,Ignis Careers,Career Development,Career Development,Hyderabad,Acumen Fund,Seed Funding,"250,000"
318,2015-11-04,Shirsa Labs,Digital Intelligent learning platform,Digital Intelligent learning platform,Mumbai,ah! Ventures,Seed Funding,"250,000"
319,2015-12-07,Leaf Wearables,Smart Safety Wearable Devices,Smart Safety Wearable Devices,Delhi,"Ajeet Khurana Jinesh Shah, Vikram Chachra, Dr. Aniruddha Malpani",Seed Funding,"250,000"
320,2016-03-15,WithMe,Consumer Internet,Personalized Fashion App,Gurugram,"Alex Kuruvilla, Pradeep Guha, Saket Dhankar, Rajan Pandhare",Seed Funding,"250,000"
321,2016-08-16,Makkajai,Technology,Online & Mobile learning for kids,Pune,"Anand Chandrasekaran, Ananth Narayanan, Mekin Maheshwari, Ravi Garikipati, Divyesh Shah, Swastika Company Ltd",Seed Funding,"250,000"
322,2018-03-03,Kuvera,Consumer Internet,Online Financial Planning,Bengaluru,"Baskar Subramanian, Saket Kumar, Gaurav Suri and Ankit Kesarwani",Seed / Angel Funding,"250,000"
323,2015-11-12,Hitwicket,Cricket Management Mobile Game,Cricket Management Mobile Game,Hyderabad,Chennai Angels,Seed Funding,"250,000"
324,2015-04-28,Jay Robotix,Robotic Program learning,Robotic Program learning,Hyderabad,Cross Border Angels & others,Seed Funding,"250,000"
325,2017-06-09,eSahai.in,Consumer Internet,ambulance aggregator and medical taxi provider,Hyderabad,"Dr Ramesh Ayyala, Satya Muthyala",Seed Funding,"250,000"
326,2016-04-13,Hippily,ECommerce,Fashion ECommerce App,Mumbai,"Dr. Sridhar Ramaswamy, Rakesh Mathur",Seed Funding,"250,000"
327,2016-01-12,Happy2Refer,Consumer Internet,Mobile based Referral Platform,Mumbai,"Equity Crest, Vinners, Sparknext",Seed Funding,"250,000"
328,2016-07-06,Don’t Scratch Your Head,Technology,Full Stack Offline & Online ERP Solution,Ahmedabad,"Gaurav Singhvi, Zaffiro Ventures",Seed Funding,"250,000"
329,2016-07-15,TripShelf,ECommerce,Travel Package Marketplace,Delhi,GEMS group,Seed Funding,"250,000"
330,2015-08-10,Inkmonk,Online printing marketplace,Online printing marketplace,Chennai,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",Seed Funding,"250,000"
